RF1,RF2
-0.2137472426512416,0.49274921558937346
-0.864121973805037,-0.35173180594478215
-0.6458473643927156,-0.19516184884588866
-0.3355403969698906,-0.5738302124172552
-0.6285358723632413,0.8225080723989392
-0.7197780238982172,0.6031153922685083
1.0143598480919227,-0.016133705085578345
-1.1785042314195153,-0.3207278880328513
-0.1291742955898725,-0.16741766096313435
1.007323851232175,-0.6767230716663835
0.20031835549722354,-0.14608019788526735
3.0682989916305172,0.4443420972395668
1.177900865884333,0.2436953109137022
-1.4079833958382493,-1.5283523864887256
1.7212391151126791,-1.7277182523904122
0.26266160126293525,1.0806179169017307
-1.1235490581539263,-0.1509879860616203
-0.9992610769871514,-0.22791627844066026
-1.8569630519037992,-0.1464684713720501
-1.2055154222675846,-0.5201313959679489
-1.213444383172579,-0.4271821944662651
0.5651926407274498,-0.14766191146778743
0.30947689731564176,1.5782750118654172
-0.3631571722880262,-0.5222039855428074
0.6096534740662191,-0.03420999060707306
0.43009429959840806,0.8059906175708067
0.17330697072488593,-0.8645631041553011
0.25757640865816195,-0.3978467114827577
-0.263472935729239,-1.0209302916483904
-0.6094459308859744,1.1622808788067527
-0.7773273861834274,1.1489802296729972
1.0872205349013873,-0.41952827758415234
1.3040070549243932,-1.0431309077356972
1.3920071285000117,-0.704095113158487
0.712122716994802,0.6055902380283303
0.6187322805050652,1.868953459189937
0.509617989084792,-0.6124675568763716
-1.5327212826123628,1.070597367918085
-1.285371769450728,1.0138658267055822
0.36595154983593814,-1.256077842721619
0.9869409382693004,1.3287276436307869
-0.08773840194122784,1.0391270576333973
-1.278472804560715,-0.2873392270754232
0.9847387612278987,-1.1441079305286186
-0.08825860529019453,-1.1068520556089392
1.3229104843177304,-0.21372853297611233
0.6995420465526304,-0.9310627524952022
-0.6667419860542075,-0.4254309756028536
0.1097723288450308,-0.9297560299993706
-1.0064170858067676,0.695615025307612
0.5000989583836111,0.5595467009869821
1.1109115538628191,-0.16686985485598563
-1.406942184134181,-0.5715615631958787
-1.1785610567817575,-0.8563762470656758
0.5646167451238681,4.26778615578482
